2021-06-16 10:32:18,S,262.25,2,22
2021-06-16 10:32:18,S,262.3,2,17
2021-06-16 10:32:18,S,262.45,5,26
2021-06-16 10:32:18,S,262.5,1,14
2021-06-16 10:32:18,S,262.65,2,35
2021-06-16 10:32:18,B,261.75,3,40
2021-06-16 10:32:18,B,261.7,2,52
2021-06-16 10:32:18,B,261.6,2,18
2021-06-16 10:32:18,B,261.45,1,6
2021-06-16 10:32:25,S,262.55,2,15
2021-06-16 10:32:25,S,262.85,3,31
2021-06-16 10:32:25,S,262.9,4,60
2021-06-16 10:32:25,S,262.95,2,25
2021-06-16 10:32:25,S,263.0,2,84
2021-06-16 10:32:25,B,262.3,3,39
2021-06-16 10:32:25,B,262.25,5,103
2021-06-16 10:32:25,B,262.2,2,1003
2021-06-16 10:32:25,B,262.05,1,12
2021-06-16 10:32:25,B,261.95,1,26
2021-06-16 10:32:38,S,262.15,1,2
2021-06-16 10:32:38,S,262.2,1,1
2021-06-16 10:32:38,S,262.25,1,20
2021-06-16 10:32:38,S,262.5,2,8
2021-06-16 10:32:38,B,261.85,3,41
2021-06-16 10:32:38,B,261.8,3,62
2021-06-16 10:32:38,B,261.7,3,53
2021-06-16 10:32:38,B,261.65,2,29
2021-06-16 10:32:42,S,262.3,2,23
2021-06-16 10:32:42,B,261.7,2,53
2021-06-16 10:32:42,B,261.55,2,42
2021-06-16 10:32:42,B,261.5,2,46
2021-06-16 10:32:50,S,262.25,1,1
2021-06-16 10:32:50,S,262.3,1,3
2021-06-16 10:32:50,S,262.35,2,8
2021-06-16 10:32:50,S,262.4,1,14
2021-06-16 10:32:50,S,262.45,1,32
2021-06-16 10:32:50,B,261.85,1,35
2021-06-16 10:32:50,B,261.8,2,60
2021-06-16 10:32:53,S,262.7,5,118
2021-06-16 10:32:53,S,262.85,3,26
2021-06-16 10:32:53,B,261.75,2,98
2021-06-16 10:32:57,S,262.65,2,39
2021-06-16 10:32:57,S,262.7,4,83
2021-06-16 10:32:57,S,262.8,2,25
2021-06-16 10:32:57,B,262.1,2,37
2021-06-16 10:32:57,B,261.95,2,30
2021-06-16 10:32:57,B,261.8,5,127
2021-06-16 10:32:57,B,261.7,4,85
2021-06-16 10:33:05,S,262.55,5,72
2021-06-16 10:33:05,S,262.65,2,20
2021-06-16 10:33:05,S,262.7,3,63
2021-06-16 10:33:05,B,261.9,1,1
2021-06-16 10:33:05,B,261.85,1,21
2021-06-16 10:33:05,B,261.75,2,26
2021-06-16 10:33:05,B,261.65,1,29
2021-06-16 10:33:09,B,261.75,3,56
2021-06-16 10:33:09,B,261.7,3,68
2021-06-16 10:33:20,S,262.55,4,59
2021-06-16 10:33:20,S,262.6,2,2001
2021-06-16 10:33:20,S,262.75,2,23
2021-06-16 10:33:20,S,262.85,1,17
2021-06-16 10:33:20,B,261.85,2,24
