2021-06-16 10:32:34,S,66.7,7,382
2021-06-16 10:32:34,B,66.55,3,251
2021-06-16 10:32:34,B,66.45,2,140
2021-06-16 10:32:51,S,66.7,7,377
2021-06-16 10:32:51,S,66.75,6,918
2021-06-16 10:32:51,S,66.85,4,281
2021-06-16 10:32:51,S,66.9,9,746
2021-06-16 10:32:51,B,66.55,2,151
2021-06-16 10:32:51,B,66.5,4,467
2021-06-16 10:32:51,B,66.45,3,153
2021-06-16 10:32:51,B,66.4,7,268
2021-06-16 10:32:51,B,66.35,5,172
2021-06-16 10:32:51,S,66.65,3,184
2021-06-16 10:32:51,S,66.7,5,676
2021-06-16 10:32:51,B,66.5,2,255
2021-06-16 10:32:55,S,66.6,4,182
2021-06-16 10:32:55,B,66.45,3,61
2021-06-16 10:32:58,S,66.55,2,60
2021-06-16 10:32:58,S,66.6,3,168
2021-06-16 10:32:58,B,66.5,1,250
2021-06-16 10:32:58,B,66.45,2,36
2021-06-16 10:33:22,S,66.55,1,31
2021-06-16 10:33:22,S,66.6,3,63
2021-06-16 10:33:22,S,66.7,6,781
2021-06-16 10:33:22,B,66.5,3,755
2021-06-16 10:33:22,B,66.45,3,166
2021-06-16 10:33:22,B,66.4,4,116
2021-06-16 10:33:22,B,66.35,3,44
2021-06-16 10:33:22,B,66.3,7,262
2021-06-16 10:33:24,S,66.65,6,419
2021-06-16 10:33:31,S,66.6,3,106
2021-06-16 10:33:31,S,66.65,6,423
2021-06-16 10:33:34,S,66.65,6,418
2021-06-16 10:33:34,B,66.45,2,56
2021-06-16 10:33:41,S,66.75,6,578
2021-06-16 10:33:41,S,66.8,6,441
2021-06-16 10:33:41,B,66.45,3,172
2021-06-16 10:33:56,S,66.6,2,49
2021-06-16 10:33:56,S,66.65,5,303
2021-06-16 10:33:56,S,66.7,7,881
2021-06-16 10:33:56,S,66.75,5,447
2021-06-16 10:33:56,S,66.8,5,310
2021-06-16 10:33:56,B,66.5,3,724
2021-06-16 10:33:56,B,66.45,4,188
2021-06-16 10:33:56,B,66.4,6,229
2021-06-16 10:33:56,B,66.35,6,378
2021-06-16 10:33:57,S,66.85,6,364
2021-06-16 10:33:57,B,66.5,4,346
2021-06-16 10:34:01,S,66.7,6,441
2021-06-16 10:34:01,S,66.85,5,262
2021-06-16 10:34:01,B,66.5,5,359
2021-06-16 10:34:01,B,66.3,8,362
2021-06-16 10:34:07,B,66.5,4,354
2021-06-16 10:34:07,B,66.45,5,300
2021-06-16 10:34:10,B,66.5,3,341
2021-06-16 10:34:13,B,66.5,4,443
2021-06-16 10:34:16,B,66.5,6,571
2021-06-16 10:34:19,S,66.65,3,104
2021-06-16 10:34:19,S,66.7,5,336
2021-06-16 10:34:19,B,66.5,7,581
2021-06-16 10:34:29,B,66.55,3,139
2021-06-16 10:34:47,S,66.65,2,75
2021-06-16 10:34:47,S,66.7,4,236
2021-06-16 10:34:47,S,66.75,6,459
2021-06-16 10:34:47,S,66.8,6,322
2021-06-16 10:34:47,S,66.85,7,466
2021-06-16 10:34:47,B,66.55,2,30
2021-06-16 10:34:47,B,66.5,6,466
2021-06-16 10:34:47,B,66.45,6,427
2021-06-16 10:34:51,S,66.7,4,242
2021-06-16 10:34:51,S,66.75,3,241
2021-06-16 10:34:51,B,66.6,1,5
2021-06-16 10:34:51,B,66.55,2,116
2021-06-16 10:34:58,S,66.75,3,340
2021-06-16 10:35:01,S,66.8,6,321
2021-06-16 10:35:01,B,66.5,8,692
2021-06-16 10:35:45,S,66.9,10,757
2021-06-16 10:35:51,S,66.9,9,657
2021-06-16 10:35:56,S,66.7,3,180
2021-06-16 10:35:56,S,66.75,4,354
2021-06-16 10:35:56,S,66.8,5,221
2021-06-16 10:35:56,S,66.85,7,465
2021-06-16 10:35:56,B,66.55,3,129
2021-06-16 10:35:56,B,66.5,9,792
2021-06-16 10:35:57,B,66.6,3,146
2021-06-16 10:36:14,B,66.6,2,124
2021-06-16 10:36:14,B,66.55,5,282
2021-06-16 10:36:14,B,66.5,10,845
2021-06-16 10:36:59,S,66.75,3,247
2021-06-16 10:36:59,S,66.8,5,322
2021-06-16 10:37:02,S,66.75,4,360
2021-06-16 10:37:12,S,66.8,4,210
2021-06-16 10:37:29,B,66.55,6,413
2021-06-16 10:37:52,S,66.75,3,242
2021-06-16 10:37:52,S,66.8,5,327
2021-06-16 10:37:52,S,66.95,4,178
2021-06-16 10:37:52,B,66.6,3,145
